Id,SalePrice
1461,120647.78143333334
1462,163434.19483333325
1463,181228.40829999995
1464,188095.97600000002
1465,181920.0955666667
1466,176273.0548333333
1467,179084.69580000007
1468,168662.93600000002
1469,189462.71156666672
1470,117069.65939999997
1471,213050.6303333333
1472,95029.87533333333
1473,93680.54566666664
1474,143329.81646666658
1475,103984.59383333338
1476,378102.84353333316
1477,251237.08433333307
1478,283073.4281000001
1479,266839.2688000001
1480,498199.18376666715
1481,322325.80433333333
1482,209517.56600000002
1483,175773.00193333335
1484,171760.08880000006
1485,176577.05710000006
1486,196376.18966666664
1487,348866.7826666668
1488,243611.97566666655
1489,203512.00490000003
1490,221547.51639999996
1491,187518.57713333325
1492,93583.54
1493,205236.85210000008
1494,283052.64840000006
1495,290688.3688333333
1496,234202.31439999992
1497,175804.0208333334
1498,162432.70533333338
1499,158253.45533333332
1500,162158.10000000003
1501,171366.66393333327
1502,143740.40736666665
1503,292408.489
1504,230048.17966666663
1505,222013.61680000005
1506,187254.89743333336
1507,227352.88116666666
1508,202123.05299999996
1509,162426.93533333327
1510,151310.2116666667
1511,141312.2205333333
1512,166142.75699999998
1513,128381.00716666666
1514,176506.2198333333
1515,208864.8263
1516,160992.801
1517,162085.15983333328
1518,125190.21833333334
1519,224449.88296666672
1520,140002.142
1521,142982.99706666666
1522,160741.25666666668
1523,111926.62296666666
1524,124015.10776666673
1525,123485.9235666667
1526,125929.80983333336
1527,109227.01740000006
1528,136342.1142666667
1529,147364.52739999996
1530,169328.92463333334
1531,112731.42340000001
1532,106222.68353333327
1533,150810.48576666665
1534,123891.45910000004
1535,159362.22446666667
1536,114642.00276666666
1537,65520.236
1538,172220.14703333343
1539,207282.8854666667
1540,102823.06879999998
1541,142889.8666
1542,151510.66680000004
1543,243983.91186666657
1544,74275.31916666665
1545,115893.75560000002
1546,134560.52949999998
1547,126916.74166666668
1548,127412.73000000004
1549,119636.3501333334
1550,135798.3574333333
1551,115134.27459999999
1552,141197.22300000003
1553,164171.7041333333
1554,112336.27960000005
1555,180279.7858
1556,80150.20716666667
1557,101236.32466666667
1558,96200.62246666667
1559,89945.47563333332
1560,137573.72196666664
1561,137683.64316666668
1562,128740.37786666666
1563,121401.23296666665
1564,154971.08903333335
1565,140967.61783333326
1566,243429.84083333323
1567,64897.006633333294
1568,224103.91456666667
1569,137188.48016666665
1570,131784.44916666666
1571,118015.86593333335
1572,144813.4509666665
1573,246837.91516666656
1574,117633.17109999996
1575,225307.81016666663
1576,234062.7212666666
1577,192833.12619999997
1578,147566.70996666665
1579,141564.51010000004
1580,192854.13303333338
1581,152318.3071
1582,126094.86750000004
1583,321918.46803333325
1584,219028.28586666656
1585,140358.16136666664
1586,67990.45620000002
1587,99532.94213333334
1588,151423.09253333334
1589,100483.08206666663
1590,141061.3184333334
1591,99474.8467333333
1592,125561.64876666665
1593,116359.25586666669
1594,149932.2753333334
1595,102584.97663333335
1596,251285.85863333318
1597,185766.43666666662
1598,205558.21056666668
1599,173056.09370000006
1600,169785.17276666668
1601,62633.65359999998
1602,109490.20216666668
1603,79231.11783333337
1604,290219.11389999994
1605,248752.34696666652
1606,168829.05333333334
1607,149467.76750000002
1608,205108.06933333335
1609,191081.76186666678
1610,160548.9016666666
1611,132883.5513333333
1612,173052.19466666668
1613,167124.3941666667
1614,124369.4757666667
1615,84852.5889333333
1616,74223.79740000001
1617,89140.83566666664
1618,124962.24983333338
1619,139263.04106666663
1620,153136.557
1621,142093.15480000005
1622,141753.30259999997
1623,288392.13090000005
1624,218242.0167333333
1625,118768.74499999998
1626,167344.0403333334
1627,185939.0688666667
1628,298776.5259666666
1629,177078.78616666674
1630,396976.13246666663
1631,219788.61886666674
1632,241830.94509999992
1633,169795.95363333332
1634,185157.27523333332
1635,177484.81743333343
1636,158330.36700000003
1637,195346.76250000004
1638,200720.0775
1639,175099.75816666667
1640,255419.14206666657
1641,176158.94780000005
1642,231321.75546666663
1643,224561.85039999997
1644,223046.45083333342
1645,175743.94780000002
1646,159018.24833333332
1647,160110.201
1648,134380.0075333333
1649,137741.9846333333
1650,114604.14093333334
1651,110051.43189999997
1652,96889.12706666665
1653,96623.0647333333
1654,145561.7746
1655,137752.87229999996
1656,139825.53406666667
1657,141519.19959999996
1658,144545.99423333333
1659,119908.87573333335
1660,146271.56886666658
1661,481264.47066666716
1662,407804.6812333336
1663,372796.34339999995
1664,527488.1044333335
1665,294156.6645666668
1666,354542.72736666666
1667,390776.8756999999
1668,330221.48073333333
1669,287427.93133333337
1670,342238.97270000016
1671,261568.17726666675
1672,511942.54933333356
1673,285649.9245666668
1674,246198.73143333328
1675,190407.26043333343
1676,185607.95840000006
1677,210539.71596666664
1678,525786.951566667
1679,399188.3188999996
1680,342820.4352000002
1681,258215.43563333334
1682,293224.69206666684
1683,190422.51676666673
1684,170584.60243333338
1685,170257.90150000007
1686,179746.42480000007
1687,169670.60533333334
1688,190837.17566666662
1689,189297.9081666667
1690,192656.49570000003
1691,172566.1333
1692,265679.1528333334
1693,173602.4783333333
1694,179284.00660000002
1695,166398.26399999997
1696,269908.6227666667
1697,169556.16566666675
1698,346055.14229999995
1699,291990.4188666667
1700,248298.53486666663
1701,272955.97036666685
1702,247317.42479999992
1703,241255.66066666666
1704,295259.7665000001
1705,233189.3991333333
1706,496926.5241000005
1707,213892.98599999992
1708,205906.36300000007
1709,280741.9542666667
1710,220989.35926666672
1711,264712.40916666674
1712,260258.9144999999
1713,266582.1463666671
1714,219570.53646666667
1715,213904.71166666676
1716,179014.13743333326
1717,168695.11766666677
1718,142298.1322000001
1719,208317.29066666667
1720,244368.80009999996
1721,173336.69310000006
1722,140354.73136666667
1723,157772.49166666676
1724,200687.93986666665
1725,249712.66833333325
1726,186383.43533333336
1727,150173.6016666667
1728,178337.13210000002
1729,164706.25166666665
1730,159548.10216666668
1731,119723.71043333336
1732,125780.04166666666
1733,121008.62303333338
1734,116789.18933333333
1735,136478.2231333333
1736,115592.10600000001
1737,345895.27016666683
1738,239898.4091333333
1739,279386.36800000013
1740,209832.17593333338
1741,178548.22100000005
1742,171738.7201666667
1743,175520.56736666668
1744,292538.3732000002
1745,222993.3324333333
1746,210120.14853333333
1747,217049.65430000002
1748,214731.3041
1749,149353.26796666658
1750,140976.20636666668
1751,243177.32623333327
1752,119508.51573333336
1753,145115.60183333332
1754,204339.60683333327
1755,170712.0708333334
1756,121151.3905
1757,120074.90906666669
1758,134700.61280000003
1759,166302.66216666668
1760,158345.6693333334
1761,146823.49139999997
1762,185317.84836666664
1763,169345.79050000006
1764,116317.76203333335
1765,171334.52846666664
1766,169658.59590000004
1767,220717.37673333328
1768,144227.8185
1769,174054.96333333335
1770,147914.61903333332
1771,133323.00853333334
1772,140940.98573333328
1773,123804.3988
1774,120441.39286666668
1775,137390.50033333333
1776,124640.80833333333
1777,112155.82416666666
1778,134835.92486666673
1779,112497.04916666671
1780,184912.22146666673
1781,129103.82813333334
1782,86545.196
1783,134630.364
1784,99669.79439999998
1785,121035.02520000005
1786,142092.21736666668
1787,167223.43213333326
1788,58815.070466666664
1789,94658.95066666666
1790,71293.90280000003
1791,178222.50263333347
1792,154822.49833333332
1793,139534.02556666677
1794,148722.17373333333
1795,142305.12819999998
1796,124429.63283333337
1797,125648.08773333336
1798,124318.66306666669
1799,114622.05660000001
1800,117675.77163333332
1801,138710.64236666667
1802,137344.13103333334
1803,132168.47243333329
1804,140439.58573333334
1805,139540.6737333334
1806,121279.8867666667
1807,135777.7192333333
1808,126511.1793666667
1809,116688.31560000009
1810,138508.836
1811,105650.33033333332
1812,102708.41613333329
1813,118128.17893333334
1814,90123.44499999998
1815,49926.374566666665
1816,93420.8518666667
1817,106265.07206666667
1818,144996.16486666672
1819,119961.01430000004
1820,59100.69663333334
1821,114600.06610000001
1822,147760.58806666662
1823,46555.523799999995
1824,130437.95833333336
1825,140214.0026333333
1826,102126.65239999999
1827,112734.50126666662
1828,126863.00916666667
1829,110603.03330000002
1830,141681.37279999995
1831,159843.2715
1832,84742.31483333331
1833,136164.7498333333
1834,124265.21460000004
1835,135120.4183666666
1836,128117.41266666671
1837,94841.52513333333
1838,126422.83120000004
1839,95748.40146666666
1840,162089.40833333333
1841,141199.9811
1842,85994.05666666663
1843,138731.37916666674
1844,135297.14079999996
1845,138150.21483333336
1846,147704.14406666663
1847,147024.2526
1848,50623.152333333324
1849,110088.00136666672
1850,122652.71629999999
1851,152627.88959999997
1852,124209.37360000002
1853,140112.4594666667
1854,172120.10066666672
1855,145517.99779999995
1856,224276.7547
1857,168128.04670000004
1858,139153.66010000007
